iter	Logloss
390	0.2098519332
391	0.209694804
392	0.2094858909
393	0.2092500803
394	0.2089898635
395	0.2088556874
396	0.2085335401
397	0.2083542493
398	0.2081159345
399	0.2079449868
400	0.2077342442
401	0.2073468578
402	0.2071208824
403	0.2069510895
404	0.2067077533
405	0.2064510268
406	0.2062549072
407	0.2060640037
408	0.2059217051
409	0.2056905785
410	0.2055044369
411	0.2051948885
412	0.2050233698
413	0.2047648008
414	0.2046011711
415	0.204268994
416	0.2040901444
417	0.2038871869
418	0.2036208977
419	0.2033841918
420	0.2030794312
421	0.2028481101
422	0.2025732962
423	0.2023465423
424	0.2021586879
425	0.2018808378
426	0.2015968634
427	0.2014688116
428	0.201177091
429	0.2010794919
430	0.2009103996
431	0.2004762118
432	0.2001507817
433	0.1999190973
434	0.1995961196
435	0.1992271579
436	0.1988622445
437	0.1985773619
438	0.198287354
439	0.1980374135
440	0.1976990862
441	0.1974507027
442	0.1972265308
443	0.1970186039
444	0.1968184231
445	0.1965108858
446	0.1964269755
447	0.1962383296
448	0.1959469594
449	0.1956951505
450	0.1953624154
451	0.1952099703
452	0.1950963987
453	0.1949705267
454	0.1946199378
455	0.1943528701
456	0.1940662877
457	0.1939118054
458	0.1937866989
459	0.1936408581
460	0.1932959005
461	0.193118569
462	0.1926924777
463	0.1924855758
464	0.1922132661
465	0.1920591601
466	0.19162928
467	0.1914328231
468	0.1913135814
469	0.1910887089
470	0.1908958721
471	0.190648838
472	0.1904270406
473	0.1901363451
474	0.1898315845
475	0.1895401883
476	0.1893675927
477	0.1890980987
478	0.1889010838
479	0.1886683094
480	0.1884272828
481	0.188189007
482	0.1879270385
483	0.18776119
484	0.1874579086
485	0.1870708985
486	0.1867965387
487	0.1865525538
488	0.1863830073
489	0.1861628578
490	0.1859864086
491	0.1857547501
492	0.1855863454
493	0.1853883185
494	0.1850831428
495	0.1847960284
496	0.1846150119
497	0.1844846764
498	0.184281693
499	0.1840492171
500	0.1839324536
501	0.1838242667
502	0.1836039485
503	0.1834233342
504	0.1832261377
505	0.183068788
506	0.1827731749
507	0.1826781059
508	0.1825233771
509	0.1821448916
510	0.1820576467
511	0.1819035277
512	0.1817323853
513	0.1813938115
514	0.1813089539
515	0.181038863
516	0.1809146777
517	0.1806708226
518	0.1804105538
519	0.1802933881
520	0.1799268139
521	0.179710492
522	0.1794865667
523	0.1792573864
524	0.1789963262
525	0.1788353952
526	0.1786907481
527	0.1785220192
528	0.1783600632
529	0.1780601424
530	0.1778162612
531	0.1775409154
532	0.1773783366
533	0.1772649856
534	0.177041216
535	0.1768765612
536	0.1766701393
537	0.1765183948
538	0.1763721258
539	0.1762323963
540	0.1760038259
541	0.1758588155
542	0.1756463862
543	0.1754018822
544	0.1751986134
545	0.174950684
546	0.1746925691
547	0.1743888855
548	0.1741449525
549	0.1738992808
550	0.1736233899
551	0.1734965707
552	0.1732533513
553	0.1730686629
554	0.1728910978
555	0.1726703514
556	0.1724810438
557	0.1721983929
558	0.172078191
559	0.1719955133
560	0.1719008725
561	0.1715915187
562	0.1714236461
563	0.1710768979
564	0.1709485476
565	0.1706885383
566	0.1704954809
567	0.1702485506
568	0.1699835459
569	0.1697449587
570	0.1695688987
571	0.1693792278
572	0.1691015983
573	0.168908489
574	0.1687627001
575	0.1684995509
576	0.1683492725
577	0.1681689308
578	0.1680170954
579	0.1678847748
580	0.1677443835
581	0.1675352758
582	0.1673597479
583	0.1671142578
584	0.1668904363
585	0.1667818082
586	0.1665708062
587	0.1663046467
588	0.1660839911
589	0.1658523975
590	0.1656350635
591	0.1654433555
592	0.1652183533
593	0.165038777
594	0.16484607
595	0.1646321874
596	0.1644799888
597	0.1643547006
598	0.1641718676
599	0.1638276755
600	0.1636292464
601	0.1635785265
602	0.1633065671
603	0.1630263556
604	0.1626877558
605	0.1623994996
606	0.1622004347
607	0.1620106081
608	0.1618467577
609	0.1617726436
610	0.1616814282
611	0.1615282694
612	0.1612985572
613	0.161140364
614	0.161008238
615	0.1609610473
616	0.1607288957
617	0.160530778
618	0.1604102777
619	0.1601680963
620	0.1600693813
621	0.1598462604
622	0.1597888713
623	0.1595245154
624	0.1592968273
625	0.1591471588
626	0.1588705283
627	0.1586989837
628	0.1586580082
629	0.1584624336
630	0.1581952491
631	0.158006188
632	0.1579543912
633	0.1578161798
634	0.1577033737
635	0.1575345279
636	0.157272806
637	0.1570436646
638	0.1567895331
639	0.1566055324
640	0.1564247495
641	0.1561657134
642	0.1560609519
643	0.1558818687
644	0.1556832839
645	0.1555112722
646	0.1553946125
647	0.1553073935
648	0.1551078225
649	0.1548785904
650	0.1547222267
651	0.1545968737
652	0.1544277554
653	0.1542803317
654	0.1541437941
655	0.1540448585
656	0.1539234499
657	0.1537099825
658	0.1535327159
659	0.1533996426
660	0.1531629627
661	0.1529239473
662	0.152827957
663	0.1525789507
664	0.1523576853
665	0.1521413894
666	0.1519457369
667	0.151817231
668	0.1515922287
669	0.1514609201
670	0.1513986912
671	0.1512359567
672	0.1511138086
673	0.1510551219
674	0.1509006007
675	0.150778764
676	0.1506133566
677	0.1504715381
678	0.1502563061
679	0.1499872013
680	0.1498704378
681	0.149706315
682	0.1495004641
683	0.1493518855
684	0.1490972091
685	0.1488681845
686	0.1486882061
687	0.1485684453
688	0.148294358
689	0.1480518133
690	0.1478720425
691	0.1477498554
692	0.1475605348
693	0.1474164586
694	0.1471945574
695	0.1470382846
696	0.1468555165
697	0.1466300471
698	0.1464567639
699	0.1463468772
700	0.1462410259
701	0.1460623968
702	0.1457895032
703	0.1456455568
704	0.1455947331
705	0.1455321409
706	0.1453951751
707	0.1452744542
708	0.1451530976
709	0.1448938538
710	0.1447480649
711	0.1444881335
712	0.1444019006
713	0.1441847743
714	0.1440837497
715	0.1439110892
716	0.1438531681
717	0.1437800141
718	0.1437206787
719	0.1436400122
720	0.1435078731
721	0.1432705055
722	0.1431101325
723	0.1430113397
724	0.1427236285
725	0.1425297536
726	0.1423468298
727	0.142183213
728	0.1420658657
729	0.1419116688
730	0.1417131489
731	0.141582515
732	0.1414305239
733	0.1413910794
734	0.1411590706
735	0.1409999562
736	0.1408146839
737	0.1406593842
738	0.1405880986
739	0.1403798733
740	0.140295405
741	0.140128207
742	0.139934955
743	0.1398514209
744	0.139800727
745	0.1396462966
746	0.1394673432
747	0.1392495292
748	0.1391188952
749	0.1390448849
750	0.1389322346
751	0.1387852779
752	0.1386405919
753	0.1385742888
754	0.138344875
755	0.1380853977
756	0.1379357163
757	0.1377656898
758	0.1375685711
759	0.1373554671
760	0.1370767217
761	0.1370203706
762	0.1368853511
763	0.1366451679
764	0.1364533301
765	0.1363390708
766	0.136206854
767	0.1359864579
768	0.1359279918
769	0.1358136677
770	0.1356470017
771	0.1354705785
772	0.1353781045
773	0.1350685172
774	0.1350097656
775	0.1349053545
776	0.1348300337
777	0.1347317598
778	0.1345401427
779	0.1343229125
780	0.1341182423
781	0.1339335409
782	0.1337447394
783	0.1336275477
784	0.1335126916
785	0.1334777365
786	0.1333206592
787	0.1332772184
788	0.1331870929
789	0.1329881837
790	0.1327873282
791	0.1327574075
792	0.1326949191
793	0.1325462497
794	0.1325071166
795	0.1322709298
796	0.1322015127
797	0.1321614454
798	0.1321371688
799	0.131956321
800	0.1318213275
801	0.1316515215
802	0.1314759287
803	0.1313790042
804	0.1311211618
805	0.130967484
806	0.1307519926
807	0.1306011174
808	0.130474921
809	0.1303013912
810	0.1301599749
811	0.1299939577
812	0.1297852393
813	0.1295399309
814	0.1293896785
815	0.1291792993
816	0.1289588902
817	0.1289049914
818	0.1288288402
819	0.128658113
820	0.1284837917
821	0.1283936014
822	0.1282080047
823	0.1280581156
824	0.1278876999
825	0.1278215006
826	0.1277233046
827	0.1276376685
828	0.1275321415
829	0.127439979
830	0.1272121741
831	0.1271457023
832	0.1270594564
833	0.1268890537
834	0.1268021201
835	0.1266440307
836	0.1265368818
837	0.1264094528
838	0.1263342617
839	0.1262245567
840	0.1259520135
841	0.125818551
842	0.1255587364
843	0.1254004135
844	0.1253298156
845	0.1251265078
846	0.1249653563
847	0.1247765029
848	0.1247289229
849	0.124577905
850	0.1244669674
851	0.1242844329
852	0.1241214
853	0.1239915705
854	0.1237383213
855	0.123629823
856	0.1234715261
857	0.1232935069
858	0.1231759778
859	0.1229749407
860	0.1227366
861	0.1226293214
862	0.1226090542
863	0.1225120389
864	0.1223958593
865	0.1223613454
866	0.122143181
867	0.1221021016
868	0.1219586093
869	0.121818283
870	0.1216459728
871	0.1213921787
872	0.1213113694
873	0.1212200372
874	0.1210034688
875	0.1208883921
876	0.1208694095
877	0.1207294075
878	0.1205411639
879	0.1204020572
880	0.1202380641
881	0.1200927423
882	0.1200718004
883	0.1198829858
884	0.1198368202
885	0.1196738263
886	0.1195076144
887	0.1194098985
888	0.1192880228
889	0.1191708441
890	0.1190851302
891	0.1190169328
892	0.1188181663
893	0.1188002606
894	0.1186453631
895	0.11850963
896	0.1182942034
897	0.1181967988
898	0.1181078671
899	0.1180381515
900	0.1178880289
901	0.1177571355
902	0.1175791812
903	0.1174560858
904	0.117262704
905	0.1172070146
906	0.1170758617
907	0.1168851528
908	0.1167308522
909	0.1165770187
910	0.1164571282
911	0.1163244961
912	0.1161627997
913	0.115976113
914	0.1157935006
915	0.1156624515
916	0.1154824471
917	0.1154061402
918	0.1153230343
919	0.1151947618
920	0.1151597419
921	0.1150401758
922	0.1149607289
923	0.1148059741
924	0.1147659717
925	0.1146898724
926	0.1145949072
927	0.1144475483
928	0.114253894
929	0.1141558277
930	0.114110259
931	0.1139147233
932	0.1138603314
933	0.1137497052
934	0.1135640566
935	0.1134175541
936	0.1132336312
937	0.1130987414
938	0.1130472819
939	0.1129517458
940	0.1128765547
941	0.1127215535
942	0.1126074888
943	0.1124380851
944	0.1123617263
945	0.1123125375
946	0.1121835514
947	0.1120038454
948	0.1118306789
949	0.1116074153
950	0.1114515837
951	0.1114165377
952	0.1112770418
953	0.1111138013
954	0.110988085
955	0.1108252856
956	0.1107559204
957	0.1105631095
958	0.1103852201
959	0.1102796542
960	0.1102464896
961	0.1100538345
962	0.1099952386
963	0.1098777356
964	0.109688934
965	0.1095992238
966	0.1094295995
967	0.1092540456
968	0.1091453916
969	0.1090147836
970	0.1088167761
971	0.1087730109
972	0.1086508628
973	0.1084027972
974	0.1083087791
975	0.1081473162
976	0.1080295277
977	0.107939558
978	0.1078232227
979	0.1077163722
980	0.1076878269
981	0.1075289979
982	0.1074771232
983	0.1073309451
984	0.1071629427
985	0.1070401328
986	0.1068447982
987	0.1067389923
988	0.1065631464
989	0.1064658327
990	0.1063153273
991	0.1063057646
992	0.1061839798
993	0.1059996417
994	0.1058067075
995	0.1057475148
996	0.1056015054
997	0.1054498582
998	0.1053093501
999	0.1052157668
